task_id,subject,solver,role,condition,replay,absolute_innovations,standardized_innovations
v3_assessment__S4_synthetic__synthetic__process__student_t__2__O2__12__baseline,synthetic__process__student_t__2,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006207052843554557, 0.0021179849072767393], ""gap_nrmse_training_sd"": [0.0, 0.05633031863497144, 0.06088611432048957], ""nfev"": 18566, ""method"": ""DOP853""}","[0.01873516826626867, 0.0004398557976395362, 0.00022455787756826834, 0.00023482697076623345, 0.0004189211453845043, 0.00017189889220399458]","[0.46837920665671673, 0.08797115952790724, 0.07485262585608944, 0.11741348538311672, 0.20946057269225213, 0.08594944610199728]"
v3_assessment__S4_synthetic__synthetic__process__student_t__2__O2__16__baseline,synthetic__process__student_t__2,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005369025878338523, 0.0014355511802661338], ""gap_nrmse_training_sd"": [0.0, 0.048725046509032206, 0.04126806238056779], ""nfev"": 17774, ""method"": ""DOP853""}","[0.021671058779931775, 0.0004015768065257404, 0.00021129349621719118, 0.00018342554490477066, 0.0004193400646478999, 0.00019469394949261513]","[0.5417764694982944, 0.08031536130514808, 0.0704311654057304, 0.09171277245238534, 0.20967003232394996, 0.09734697474630756]"
v3_assessment__S4_synthetic__synthetic__process__student_t__2__O2__20__baseline,synthetic__process__student_t__2,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00461438622221496, 0.0018086768474785272], ""gap_nrmse_training_sd"": [0.0, 0.04187653186682688, 0.05199437678996237], ""nfev"": 18722, ""method"": ""DOP853""}","[0.019030864549417218, 0.0004962553093049374, 0.00019641347558370435, 0.0002919519741382382, 0.0004508920633068296, 0.0003019442876854874]","[0.4757716137354304, 0.09925106186098748, 0.06547115852790145, 0.1459759870691191, 0.22544603165341479, 0.1509721438427437]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O0__0__baseline,synthetic__process__student_t__3,O0,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011905361232422636, 0.002315317318379822], ""gap_nrmse_training_sd"": [0.0, 0.14167267531008745, 0.07456938870675471], ""nfev"": 18602, ""method"": ""DOP853""}","[0.019067102285780072, 0.0003658116092928909, 0.000732137337709281, 0.0002205437420815966, 0.00018201217213150353, 0.0002439588863984112]","[0.4766775571445018, 0.07316232185857818, 0.244045779236427, 0.1102718710407983, 0.09100608606575177, 0.12197944319920559]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O0__4__baseline,synthetic__process__student_t__3,O0,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010830805574222394, 0.004313676397212469], ""gap_nrmse_training_sd"": [0.0, 0.12888556436949472, 0.1389305083434447], ""nfev"": 18758, ""method"": ""DOP853""}","[0.019990431505436078, 0.0013057089837740638, 0.002160159388342054, 0.00020505500780276039, 0.00034804781965704534, 0.00016612473419129795]","[0.4997607876359019, 0.26114179675481275, 0.7200531294473512, 0.10252750390138018, 0.17402390982852267, 0.08306236709564897]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O0__8__baseline,synthetic__process__student_t__3,O0,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007170312003785516, 0.0046524664960497075], ""gap_nrmse_training_sd"": [0.0, 0.08532603627497105, 0.14984191576464098], ""nfev"": 19586, ""method"": ""DOP853""}","[0.014427899993920473, 0.0009683073520119622, 0.001207842776096625, 0.0005856119118282649, 0.0006562304560905102, 0.0003450298658598649]","[0.3606974998480118, 0.19366147040239243, 0.402614258698875, 0.29280595591413244, 0.3281152280452551, 0.17251493292993245]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O0__12__baseline,synthetic__process__student_t__3,O0,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010963507626143242, 0.0010687558229429087], ""gap_nrmse_training_sd"": [0.0, 0.13046470626596776, 0.03442140209507268], ""nfev"": 19346, ""method"": ""DOP853""}","[0.01670766200606641, 0.0005703278532953367, 0.0006475097120733217, 0.0004491229118990172, 0.00043186926265420045, 0.0002894945602731336]","[0.4176915501516602, 0.11406557065906733, 0.21583657069110723, 0.2245614559495086, 0.21593463132710022, 0.1447472801365668]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O0__16__baseline,synthetic__process__student_t__3,O0,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.009495751487083986, 0.008563052392247255], ""gap_nrmse_training_sd"": [0.0, 0.11299854670442246, 0.27579009463835413], ""nfev"": 18350, ""method"": ""DOP853""}","[0.020559389920994486, 0.0010511399784931242, 0.0020643337653662654, 0.0007710382534194003, 0.0008888846550631445, 0.0005106426814665035]","[0.5139847480248622, 0.21022799569862483, 0.6881112551220885, 0.3855191267097001, 0.44444232753157226, 0.25532134073325174]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O0__20__baseline,synthetic__process__student_t__3,O0,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.02047876456263182, 0.005932570355618355], ""gap_nrmse_training_sd"": [0.0, 0.2436953659778266, 0.19107020077396686], ""nfev"": 17546, ""method"": ""DOP853""}","[0.02114679044341906, 0.0009961804828236974, 0.009393666239354202, 0.0003766035919688243, 0.0012157290436749205, 0.0011882983941383614]","[0.5286697610854765, 0.19923609656473948, 3.1312220797847337, 0.18830179598441216, 0.6078645218374602, 0.5941491970691807]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O2__0__baseline,synthetic__process__student_t__3,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005918761420957745, 0.0025770046923438974], ""gap_nrmse_training_sd"": [0.0, 0.07043270243204419, 0.0829975498723405], ""nfev"": 17978, ""method"": ""DOP853""}","[0.019274994594612675, 0.00035285173229529645, 0.00016963691899386516, 0.00019470736326345102, 0.0003736647401675042, 0.00017864836801553726]","[0.4818748648653169, 0.07057034645905928, 0.05654563966462172, 0.0973536816317255, 0.18683237008375211, 0.08932418400776863]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O2__4__baseline,synthetic__process__student_t__3,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006424176518573353, 0.002031972717072195], ""gap_nrmse_training_sd"": [0.0, 0.07644709440415082, 0.06544371355841086], ""nfev"": 18146, ""method"": ""DOP853""}","[0.020737698206838143, 0.00029959530664580987, 0.00017199685454673692, 0.00020065505885051183, 0.0003830983627431218, 0.00017951199497343438]","[0.5184424551709536, 0.05991906132916197, 0.057332284848912306, 0.10032752942525591, 0.19154918137156088, 0.08975599748671718]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O2__8__baseline,synthetic__process__student_t__3,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004146076096945343, 0.0019523870972772879], ""gap_nrmse_training_sd"": [0.0, 0.04933791434179981, 0.06288050074483968], ""nfev"": 17966, ""method"": ""DOP853""}","[0.014116310227964314, 0.000327227247825061, 0.00015820974873646514, 0.00022278058146507951, 0.0003813573599983103, 0.0001920662594937857]","[0.3529077556991078, 0.0654454495650122, 0.05273658291215504, 0.11139029073253975, 0.19067867999915517, 0.09603312974689285]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O2__12__baseline,synthetic__process__student_t__3,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004890288530459038, 0.000860780363862003], ""gap_nrmse_training_sd"": [0.0, 0.05819397207886192, 0.027723139733124735], ""nfev"": 19958, ""method"": ""DOP853""}","[0.018251836749890706, 0.00037947439740469653, 0.00017766059859212777, 0.00023481256644822723, 0.0004169835548863011, 0.00020707782739982965]","[0.4562959187472676, 0.0758948794809393, 0.059220199530709255, 0.11740628322411362, 0.20849177744315053, 0.10353891369991482]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O2__16__baseline,synthetic__process__student_t__3,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005294173880279467, 0.0013276877951994258], ""gap_nrmse_training_sd"": [0.0, 0.06300016963226174, 0.042760820080903754], ""nfev"": 17630, ""method"": ""DOP853""}","[0.020786914183595483, 0.0004888571513742459, 0.0002274246431341072, 0.00021963222529055676, 0.00043733059537053254, 0.00019961433938112949]","[0.5196728545898871, 0.09777143027484918, 0.07580821437803573, 0.10981611264527838, 0.21866529768526627, 0.09980716969056475]"
v3_assessment__S4_synthetic__synthetic__process__student_t__3__O2__20__baseline,synthetic__process__student_t__3,O2,baseline,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011823021629841219, 0.0021892209298810254], ""gap_nrmse_training_sd"": [0.0, 0.14069284180869734, 0.07050820429205662], ""nfev"": 18230, ""method"": ""DOP853""}","[0.020483390338172255, 0.00036966974115018104, 0.00016083708326451466, 0.0003012273847080749, 0.00045121357478867494, 0.00023096138191541643]","[0.5120847584543063, 0.07393394823003621, 0.05361236108817155, 0.15061369235403746, 0.22560678739433745, 0.11548069095770822]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O0__0__baseline,synthetic__process__independent_pairing__0,O0,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005588579655708633, 0.002024309803653386], ""gap_nrmse_training_sd"": [0.0, 0.05453589299713421, 0.05107588889961591], ""nfev"": 20870, ""method"": ""DOP853""}","[0.016330811884255152, 0.0007625387997362038, 0.0010287947386393207, 0.00039966380893515413, 0.0005012919428408033, 0.00024237854901940808]","[0.4082702971063788, 0.15250775994724075, 0.3429315795464402, 0.19983190446757707, 0.2506459714204017, 0.12118927450970404]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O0__4__baseline,synthetic__process__independent_pairing__0,O0,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.013326786194537036, 0.0033371992456293063], ""gap_nrmse_training_sd"": [0.0, 0.13004881932004964, 0.08420174500860639], ""nfev"": 18710, ""method"": ""DOP853""}","[0.013876424345441929, 0.0012448284282151653, 0.003961115851914049, 0.0003973544729185271, 0.0006192417964812667, 0.0008762101330784667]","[0.3469106086360482, 0.24896568564303306, 1.3203719506380163, 0.19867723645926355, 0.3096208982406333, 0.43810506653923337]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O0__8__baseline,synthetic__process__independent_pairing__0,O0,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.012055056373133437, 0.004278911186159471], ""gap_nrmse_training_sd"": [0.0, 0.11763870338111218, 0.1079623247198511], ""nfev"": 18590, ""method"": ""DOP853""}","[0.01930903593173237, 0.0017392412022612894, 0.0026866767841629583, 0.0005839308042404326, 0.0008161825117993262, 0.00039714962167447407]","[0.48272589829330925, 0.3478482404522579, 0.8955589280543195, 0.29196540212021627, 0.40809125589966305, 0.19857481083723702]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O0__12__baseline,synthetic__process__independent_pairing__0,O0,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.01454826699682754, 0.005409999250805474], ""gap_nrmse_training_sd"": [0.0, 0.14196858255787392, 0.13650110283636155], ""nfev"": 18218, ""method"": ""DOP853""}","[0.020323958784625163, 0.0009726664068815804, 0.0057647303137755386, 0.00026128965183763384, 0.0009540720279461273, 0.0007728910097873729]","[0.5080989696156291, 0.19453328137631606, 1.9215767712585128, 0.1306448259188169, 0.47703601397306367, 0.38644550489368645]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O0__16__baseline,synthetic__process__independent_pairing__0,O0,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0037263029955407023, 0.0029791827890457124], ""gap_nrmse_training_sd"": [0.0, 0.03636295337262047, 0.07516853836815243], ""nfev"": 19694, ""method"": ""DOP853""}","[0.01622026746292136, 0.000645955698172255, 0.0009691817879215488, 0.0003812702166301099, 0.0004938721732341999, 0.00023422296943006904]","[0.405506686573034, 0.129191139634451, 0.3230605959738496, 0.19063510831505495, 0.24693608661709995, 0.11711148471503452]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O0__20__baseline,synthetic__process__independent_pairing__0,O0,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.053879912501165264, 0.01556509293923209], ""gap_nrmse_training_sd"": [0.0, 0.525784604296906, 0.3927269216607217], ""nfev"": 19142, ""method"": ""DOP853""}","[0.016088828832737136, 0.0034811969909473058, 0.00895560684627935, 0.0012743731263651057, 0.000985961441309669, 0.001430035678533928]","[0.40222072081842836, 0.6962393981894611, 2.9852022820931166, 0.6371865631825528, 0.4929807206548345, 0.7150178392669639]"
v3_assessment__S4_synthetic__synthetic__process__independent_pairing__0__O2__0__baseline,synthetic__process__independent_pairing__0,O2,baseline,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004181838779993938, 0.0009846234544472142], ""gap_nrmse_training_sd"": [0.0, 0.040808278003885326, 0.024843291316645214], ""nfev"": 19070, ""method"": ""DOP853""}","[0.016125049834391305, 0.0007278478661158507, 0.0002797798400674709, 0.00025817226532811363, 0.0004107274779330621, 0.00021800640149407055]","[0.40312624585978263, 0.14556957322317013, 0.09325994668915696, 0.1290861326640568, 0.20536373896653104, 0.10900320074703528]"
